,cmpdname,isosmiles,target
655,"2-(cyanomethoxy)-N-[(1,2-thiazol-4-yl)methyl]benzamide",C1=CC=C(C(=C1)C(=O)NCC2=CSN=C2)OCC#N,1
656,Iloprost,CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)O,1
657,Dimecron,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,0
658,"N-(1,3-benzodioxol-5-ylmethyl)ethanesulfonamide",CCS(=O)(=O)NCC1=CC2=C(C=C1)OCO2,1
659,Nintedanib,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,1
660,(E)-3-Methylglutaconyl-1-CoA,C/C(=C\\C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)/CC(=O)O,1
661,Adenosine-5'-diphosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N,1
662,5-amino-1-(5-phosphonato-D-ribosyl)imidazolium-4-carboxylate(2-),C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O)N)C(=O)O,1
663,[Hydroxy(oxido)phosphoryl] phosphate,OP(=O)([O-])OP(=O)([O-])[O-],1
664,Valine,CC(C)[C@@H](C(=O)O)N,1
665,3-Fluoro-4-hydroxybenzoic acid,C1=CC(=C(C=C1C(=O)O)F)O,1
666,"N,N'-bis(3-ammoniopropyl)butane-1,4-diaminium",C(CC[NH2+]CCC[NH3+])C[NH2+]CCC[NH3+],1
667,decanoyl CoA,CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,1
668,"1,4-Benzenediol",Oc1ccc(O)cc1,0
669,2-Ethylbutanal,CCC(CC)C=O,0
670,Oxindole,C1C2=CC=CC=C2NC1=O,1
671,Barban,ClCC#CCOC(=O)Nc1cccc(Cl)c1,0
672,(S)-n-methyl-1-(4-fluorophenyl)ethylamine,C[C@@H](C1=CC=C(C=C1)F)NC,1
673,Prednisolone,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,0
674,4-(4-Ethyl-5-fluoro-2-hydroxyphenoxy)-3-fluorobenzamide,CCC1=CC(=C(C=C1F)OC2=C(C=C(C=C2)C(=O)N)F)O,1
675,Deoxyadenosine-phosphate,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])[O-])O,1
676,Nebivolol,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,1
677,Quinazolin-4-amine,C1=CC=C2C(=C1)C(=NC=N2)N,1
678,"(2R,3R)-1-benzyl-2-methylpiperidin-3-ol",C[C@@H]1[C@H](CCCN1CC2=CC=CC=C2)O,1
679,Diisopropylsulfide,CC(C)SC(C)C,0
680,3-Methyl-1-Butene,CC(C)C=C,0
681,Remdesivir,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,1
682,Estriol,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,1
683,Flavin mononucleotide(3-),CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O,1
684,17a-Methyltestosterone,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,0
685,"2,3',5-PCB",Clc1cccc(c1)c2cc(Cl)ccc2Cl ,0
686,Calcifediol,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\\2[C@@]1(CCC/C2=C\\C=C/3\\C[C@H](CCC3=C)O)C,1
687,karbutilate,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,0
688,chlorquinox,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,0
689,(4-bromo-1H-pyrazol-1-yl)acetic acid,C1=C(C=NN1CC(=O)O)Br,1
690,Phenmedipham,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,0
691,Varespladib,CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)O)C(=O)C(=O)N,1
692,Chlorbromuron,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,0
693,Cycloheptyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,0
694,"P,P'-DDD",ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,0
695,Quinonamid,ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,0
696,Degarelix,C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=C(C=C2)NC(=O)N)NC(=O)[C@H](CC3=CC=C(C=C3)NC(=O)[C@@H]4CC(=O)NC(=O)N4)NC(=O)[C@H](CO)NC(=O)[C@@H](CC5=CN=CC=C5)NC(=O)[C@@H](CC6=CC=C(C=C6)Cl)NC(=O)[C@@H](CC7=CC8=CC=CC=C8C=C7)NC(=O)C,1
697,"2,4'-PCB",Clc1ccc(cc1)c2ccccc2Cl ,0
698,"1,2,4,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)cc1Cl,0
699,Sulfapyridine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,1
700,Pyrophosphate ion,[O-]P(=O)([O-])OP(=O)([O-])[O-],1
701,o-Hydroxybenzamide,NC(=O)c1ccccc1O,0
702,Flumethasone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0
703,Flutriafol,OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,0
704,protoporphyrin IX,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C,1
705,"2,4-Dichlorophenol ",Oc1ccc(Cl)cc1Cl,0
706,DI(Hydroxyethyl)ether,C(COCCO)O,1
707,2-(methylamino)-N-(4-methylpyridin-2-yl)acetamide,CC1=CC(=NC=C1)NC(=O)CNC,1
708,Oseltamivir,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC,1
709,Metformin glycinate,CN(C)C(=N)N=C(N)N.C(C(=O)O)N,1
710,Arginine,C(C[C@@H](C(=O)O)N)CN=C(N)N,1
711,Voclosporin,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C=C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,1
712,Intropin,C1=CC(=C(C=C1CC[NH3+])O)O,1
713,"2,3,4-Trimethylpentane",CC(C)C(C)C(C)C,0
714,Artemisinin,C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C,1
715,Eicosane,CCCCCCCCCCCCCCCCCCCC,0
716,p-Hydroxyacetanilide,CC(=O)Nc1ccc(O)cc1,0
717,Alisporivir,CC[C@H]1C(=O)N([C@@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)C(C)C)CC)C)C,1
718,Thiophenol ,Sc1ccccc1,0
719,Fenthion,COP(=S)(OC)Oc1ccc(SC)c(C)c1,0
720,"2,2',3,5'-PCB",Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,0
721,4-Hydroxyphenyl acetate,CC(=O)OC1=CC=C(C=C1)O,1
722,"6-[4-(3,4-dichlorophenyl)piperazin-1-yl]carbonyl-1~{H}-pyrimidine-2,4-dione",C1CN(CCN1C2=CC(=C(C=C2)Cl)Cl)C(=O)C3=CC(=O)NC(=O)N3,1
723,5-O-phosphono-alpha-D-ribofuranose,C([C@@H]1[C@H]([C@H]([C@H](O1)O)O)O)OP(=O)(O)O,1
724,"D-Glucopyranuronic acid, ion(1-)",[C@@H]1([C@@H]([C@H](OC([C@@H]1O)O)C(=O)[O-])O)O,1
725,Ethyl butyrate,CCCCCOC(=O)CC,0
726,Sirolimus,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,1
727,2-ammonio-2-deoxy-D-glucopyranose 6-phosphate(1-),C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)[NH3+])O)O)OP(=O)([O-])[O-],1
728,"P1-7-Methylguanosine-P3-adenosine-5',5'-triphosphate",CN1C=[N+](C2=C1C(=O)NC(=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O,1
729,Azithromycin dihydrate,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O.O.O,1
730,2-Phenylethanaminium,C1=CC=C(C=C1)CC[NH3+],1
731,4-Isopropyltoluene,CC(C)c1ccc(C)cc1,0
732,2-Phenoxyethanol,OCCOc1ccccc1,0
733,S-adenosyl-L-homocysteinate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)[O-])N)O)O)N,1
734,"Pregna-1,4-diene-3,20-dione,21-(3-carboxy-1-oxopropoxy)-11,17-dihydroxy-6-methyl-, monosodiumsalt, (6a,11b)-",C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)O)O.[Na],1
735,Altretamine,CN(C)c1nc(nc(n1)N(C)C)N(C)C,0
736,"1,3,5-tris[[(2S)-oxiran-2-yl]methyl]-1,3,5-triazinane-2,4,6-trione",C1[C@@H](O1)CN2C(=O)N(C(=O)N(C2=O)C[C@H]3CO3)C[C@H]4CO4,1
737,CTP trianion,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OP(=O)(O)[O-])O)O,1
738,N-[(1S)-1-(3-chlorophenyl)ethyl]acetamide,C[C@@H](C1=CC(=CC=C1)Cl)NC(=O)C,1
739,Estrone,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,1
740,2-Chloroisonicotinamide,C1=CN=C(C=C1C(=O)N)Cl,1
741,P-Toluenesulfonamide,CC1=CC=C(C=C1)S(=O)(=O)N,1
742,RTI 9,O2c1ccccc1N(CC)C(=O)c3ccccc23 ,0
743,N-[(R)-4-phosphonatopantothenoyl]-L-cysteinate(3-),CC(C)(COP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)[O-])O,1
744,5-Oxoprolinate,C1CC(=O)NC1C(=O)[O-],1
745,N-(cyclopentanecarbonyl)-L-alanine,C[C@@H](C(=O)O)NC(=O)C1CCCC1,1
746,2-(2-Methoxyethoxy)ethanol,COCCOCCO,1
747,2-Methylphenol,Cc1ccccc1O,0
748,Vinclozolin,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,0
749,2-Methylpropan-1-ol,CC(C)CO,0
750,Geranyl diphosphate(3-),CC(=CCC/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])/C)C,1
751,"7-[[(2Z)-2-ethoxyimino-2-[5-(phosphonoamino)-1,2,4-thiadiazol-3-yl]acetyl]amino]-3-[[4-(1-methylpyridin-1-ium-4-yl)-1,3-thiazol-2-yl]sulfanyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CCO/N=C(/C1=NSC(=N1)NP(=O)(O)O)\\C(=O)NC2C3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)O,1
752,"2,4-Dimethylphenol",Cc1ccc(O)c(C)c1,0
753,Diosgenin,C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,0
754,Tetrahydrofolic acid,C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,1
755,3'-dephospho-CoA(2-),CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)[C@H](C(=O)NCCC(=O)NCCS)O,1
756,5-Amino-2-Methyl-N-[(1r)-1-Naphthalen-1-Ylethyl]benzamide,CC1=C(C=C(C=C1)N)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,1
757,2-Methyl-1-Butene,CCC(=C)C,0
758,Triazolam,Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,0
759,2-Methylpentane,CCCC(C)C,0
760,Indole-3-acetic acid,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,1
761,Ethyl propyl ether,CCCOCC,0
762,Dimethyl phthalate,COC(=O)c1ccccc1C(=O)OC,0
763,Amantadine hydrochloride,C1C2CC3CC1CC(C2)(C3)N.Cl,1
764,"3-Deoxy-3-[4-(3-Fluorophenyl)-1h-1,2,3-Triazol-1-Yl]-Beta-D-Galactopyranosyl 3-Deoxy-3-[4-(3-Fluorophenyl)-1h-1,2,3-Triazol-1-Yl]-1-Thio-Beta-D-Galactopyranoside",C1=CC(=CC(=C1)F)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C6=CC(=CC=C6)F)O)CO)O,1
765,"2,2',3,4,5,5'-PCB",Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,0
766,Propylbenzene ,CCCc1ccccc1,0
767,2-butenal,CC=CC=O,0
768,nitroglycerin,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,0
769,Styrene,C=Cc1ccccc1,0
770,9-anthrol,c3ccc2c(O)c1ccccc1cc2c3 ,0
771,2-Nonanone,CCCCCCCC(=O)C,0
772,Chlorimuron-ethyl (ph 7),CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,0
773,Pristanal,CC(C)CCCC(C)CCCC(C)CCCC(C)C=O,1
774,Tetraethylene glycol,C(COCCOCCOCCO)O,1
775,"(S,S)-Formoterol",C[C@@H](CC1=CC=C(C=C1)OC)NC[C@H](C2=CC(=C(C=C2)O)NC=O)O,1
776,Metoprolol succinate,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.C(CC(=O)O)C(=O)O,1
777,CDP-choline,C[N+](C)(C)CCOP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O,1
778,Salicylhydroxamic acid,C1=CC=C(C(=C1)C(=O)NO)O,1
779,Sildenafil,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,1
780,Cortisone,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,0
781,Cycluron,CN(C)C(=O)NC1CCCCCCC1,0
782,"(1S,4S,5'S,6R,6'R,8R,10E,12S,13S,14E,20R,21R,24S)-6'-[(2S)-butan-2-yl]-21,24-dihydroxy-12-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C4CO[C@H]5[C@@]4([C@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)C,1
783,N-[2-(5-fluoro-1H-indol-3-yl)ethyl]acetamide,CC(=O)NCCC1=CNC2=C1C=C(C=C2)F,1
784,chloralose,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,0
785,alpha-L-Fucose,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O)O)O)O,1
786,o-Chloronitrobenzene,Clc1ccccc1N(=O)=O,0
787,Methyl hydrazine,CNN,0
788,Cyproheptadine hydrochloride,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.Cl,1
789,20-Hydroxyecdysone,C[C@]12CC[C@H]3C(=CC(=O)[C@H]4[C@@]3(C[C@@H]([C@@H](C4)O)O)C)[C@@]1(CC[C@@H]2[C@](C)([C@@H](CCC(C)(C)O)O)O)O,1
790,Poly-ICLC,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O.C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O.C(CCNC(=O)O)CN.C(C(=O)O)O,1
791,Cytidine-5'-monophosphate,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,1
792,"3',5'-cyclic AMP(1-)",C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)[O-],1
793,m-Chloronitrobenzene ,Clc1cccc(c1)N(=O)=O,0
794,Oxanilic acid,C1=CC=C(C=C1)NC(=O)C(=O)O,1
795,Modafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,1
796,RTI 24,CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 ,0
797,Benzotriazole,c2ccc1[nH]nnc1c2,0
798,(2R)-2-(4-chlorophenoxy)propanamide,C[C@H](C(=O)N)OC1=CC=C(C=C1)Cl,1
799,2'-Deoxyadenosine 5'-triphosphate,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,1
800,CDP-ethanolamine(1-),C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OCC[NH3+])O)O,1
801,diphenamid,CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,0
802,Danoprevir,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\\[C@@H]2C[C@]2(NC(=O)[C@@H]3C[C@H](CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6,1
803,Methylprednisolone,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,1
804,Serine,C([C@@H](C(=O)O)N)O,1
805,4-(1H-pyrazol-5-yl)piperidine,C1CNCCC1C2=CC=NN2,1
806,Oxazepam,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,0
807,Hexaethylene glycol,C(COCCOCCOCCOCCOCCO)O,1
808,Tramadol hydrochloride,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O.Cl,1
809,Chrysene,c1ccc2c(c1)ccc3c4ccccc4ccc23,0
810,Aviptadil,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC4=CN=CN4)N,1
811,Budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,1
812,diethylstilbestrol,CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,0
813,Ventolin,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.OS(=O)(=O)O,1
814,N-[(Cyclohexylamino)carbonyl]glycine,C1CCC(CC1)NC(=O)NCC(=O)O,1
815,"(S)-[2,8-bis(trifluoromethyl)quinolin-4-yl]-piperidin-2-ylmethanol",C1CCNC(C1)[C@H](C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,1
816,"2,3,3',4,4'6-PCB",Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,0
817,Diethyl sulfide,CCSCC,0
818,Phthalonitrile,N#Cc1ccccc1C#N,0
819,Angiotensin (1-7),CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)O)NC(=O)[C@H](CC3=CC=C(C=C3)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N,1
820,"(3S,10R,13S)-3-hydroxy-10,13-dimethyl-1,2,3,4,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-one",C[C@]12CCC3C(C1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,1
821,"(10Z,14Z,16Z)-6'-butan-2-yl-21,24-dihydroxy-12-[5-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",CCC(C)C1C(CCC2(O1)CC3CC(O2)C/C=C(\\C(C(/C=C\\C=C/4\\COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)/C)C,1
822,Mecarbam,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,0
823,Omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,1
824,5-amino-3-methyl-1H-pyrazole-4-carbonitrile,CC1=C(C(=NN1)N)C#N,1
825,Hydrogen isocitrate,[H+].C(C(C(C(=O)[O-])O)C(=O)[O-])C(=O)[O-],1
826,Fluometuron,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,0
827,(3R)-1-(2-fluorophenyl)-3-(methylamino)pyrrolidin-2-one,CN[C@@H]1CCN(C1=O)C2=CC=CC=C2F,1
828,"9,10-Dimethylanthracene",Cc1c2ccccc2c(C)c3ccccc13,0
829,3-Pentanone,CCC(=O)CC,0
830,L-2-amino-3-oxobutanoate,CC(=O)[C@@H](C(=O)[O-])[NH3+],1
831,"cis-1,2-Dimethylcyclohexane",C/C1CCCCC1\C,0
832,Citrate,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,1
833,2-Phosphoglycerate(3-),C(C(C(=O)[O-])OP(=O)([O-])[O-])O,1
834,1-Palmitoylphosphatidylcholine,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O,1
835,3-Methylheptane,CCCCC(C)CC,0
836,Adenosine-5'-triphosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,1
837,Riboxin,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O,1
838,"2,6-Dimethylpyridine",Cc1cccc(C)n1,0
839,2-Methyl-2-pentanol,CCCC(C)(C)O,0
840,Edaravone,CC1=NN(C(=O)C1)C2=CC=CC=C2,1
841,Bromophos,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,0
842,Edoxaban tosylate monohydrate,CC1=CC=C(C=C1)S(=O)(=O)O.CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C.O,1
843,4-(Trimethylammonio)butanoate,C[N+](C)(C)CCCC(=O)[O-],1
844,Isopropyl formate,CC(C)OC=O,0
845,Methyl butyl ether ,CCCCOC,0
846,5-fluorouracil,Fc1c[nH]c(=O)[nH]c1=O ,0
847,Bivalirudin,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]5CCCN5C(=O)[C@@H](CC6=CC=CC=C6)N,1
848,hydrazobenzene,N(Nc1ccccc1)c2ccccc2 ,0
