,cmpdname,isosmiles,target
542,"(E,E,E,E)-Squalene",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\\C)/CC/C=C(/C)\\CCC=C(C)C)/C)/C)C,1
543,(S)-1-piperideine-6-carboxylate,C1CC=N[C@@H](C1)C(=O)[O-],1
544,"2-[[(1R)-1-[7-Methyl-2-(4-morpholinyl)-4-oxo-4H-pyrido[1,2-a]pyrimidin-9-yl]ethyl]amino]benzoic acid",CC1=CN2C(=O)C=C(N=C2C(=C1)[C@@H](C)NC3=CC=CC=C3C(=O)O)N4CCOCC4,1
545,cefodizime,CO\N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3sc(CC(O)=O)c(C)n3)/c4csc(N)n4,0
546,3-chloro-N-(1-hydroxy-2-methylpropan-2-yl)benzamide,CC(C)(CO)NC(=O)C1=CC(=CC=C1)Cl,1
547,2'-Deoxyinosine,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)CO)O,1
548,rilmazafone,C2=C([N]1C(=NC(=N1)C(N(C)C)=O)CNC(CN)=O)C(=CC(=C2)Cl)C(C3=C(C=CC=C3)Cl)=O,0
549,Malonate,C(C(=O)[O-])C(=O)[O-],1
550,tofisopam,C1=C(OC)C(=CC2=C1C(=NN=C(C2CC)C)C3=CC=C(C(=C3)OC)OC)OC,0
551,9-OH-risperidone,c1(c2c(cc(F)cc2)on1)C1CCN(CCc2c(n3c([C@@H](CCC3)O)nc2C)=O)CC1,0
552,dUDP trianion,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)([O-])OP(=O)([O-])[O-])O,1
553,carbamazepine-10,C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N,0
554,diosmin,COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2,0
555,cyclazocine,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC4CC4,0
556,(2S)-2-ammonio-5-oxopentanoate,C(C[C@@H](C(=O)[O-])[NH3+])C=O,1
557,"(1R,4S,6R,10E,14E,16E,21R)-6'-butan-2-yl-21,24-dihydroxy-12-[(2R,4S,6S)-5-[(2S,4S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",CCC(C)C1C(CC[C@@]2(O1)C[C@@H]3CC(O2)C/C=C(/C(C(/C=C/C=C/4\\COC5C4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H](C([C@@H](O6)C)O[C@H]7C[C@@H](C([C@@H](O7)C)O)OC)OC)\\C)C,1
558,ciprocinonide,[C@]34([C@H](C2[C@@](F)([C@@]1(C(=CC(=O)C=C1)[C@@H](F)C2)C)[C@@H](O)C3)C[C@H]5OC(O[C@@]45C(=O)COC(=O)C6CC6)(C)C)C,0
559,"(1R,2S,5S)-N-[(2S,3R)-4-amino-1-cyclobutyl-3-hydroxy-4-oxobutan-2-yl]-3-[N-(tert-butylcarbamoyl)-3-methyl-L-valyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide",CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)N[C@@H](CC3CCC3)[C@H](C(=O)N)O)C,1
560,ethchlorvynol,CCC(O)(\C=C\Cl)C#C,0
561,taglutimide(biglumide),O=C3C1C(C2CCC1C2)C(=O)N3C4C(NC(=O)CC4)=O,0
562,Varespladib,CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)O)C(=O)C(=O)N,1
563,Prasugrel hydrochloride,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4.Cl,1
564,Lactoferrin,CC[C@H](C)[C@@H](C(=N[C@@H]([C@@H](C)O)C(=N[C@@H](CS)C(=N[C@@H](C(C)C)C(=N[C@@H](CCCNC(=N)N)C(=N[C@@H](CCCNC(=N)N)C(=N[C@@H](C)C(=N[C@@H](CC1=CC=CC=C1)C(=O)O)O)O)O)O)O)O)O)N=C([C@H](CO)N=C([C@@H]2CCCN2C(=O)[C@H](C)N=C(CN=C([C@H](CC(C)C)N=C([C@H](CCCCN)N=C([C@H](CCCCN)N=C([C@H](CCSC)N=C([C@H](CCCNC(=N)N)N=C([C@H](CC3=CNC4=CC=CC=C43)N=C([C@H](CCC(=N)O)N=C([C@H](CC5=CNC6=CC=CC=C65)N=C([C@H](CCCNC(=N)N)N=C([C@H](CCCNC(=N)N)N=C([C@H](CS)N=C([C@H](CCCCN)N=C([C@H](CC7=CC=CC=C7)N)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O,1
565,Xanthosine,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,1
566,Pirfenidone,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,1
567,Prograf,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC.O,1
568,Adenosine monophosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,1
569,mestranol,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,0
570,4-Hydroxybenzamide,C1=CC(=CC=C1C(=O)N)O,1
571,Cys-Gly,C([C@@H](C(=O)NCC(=O)[O-])[NH3+])S,1
572,Midazolam,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,1
573,Normosang,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4C)C=C)C(=C3CCC(=O)O)C)CCC(=O)O.C(C[C@@H](C(=O)O)N)CN=C(N)N.[Fe+2],1
574,"(2R,4R)-1-phenyl-1,3-diazinane-2,4-diol",C1CN([C@@H](N[C@@H]1O)O)C2=CC=CC=C2,1
575,4-[(Methylsulfonyl)amino]benzoic acid,CS(=O)(=O)NC1=CC=C(C=C1)C(=O)O,1
576,Ribose-1-phosphate,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O,1
577,almoxatone,[C@H]3(CN(C2=CC=C(OCC1=CC=CC(=C1)Cl)C=C2)C(O3)=O)CNC,0
578,acetiamine,C1=NC(=NC(=C1CN(C(=C(\CCOC(C)=O)SC(C)=O)/C)C=O)N)C,0
579,cp41,c1cn(CCCO)c(C)c(O)c1=O,0
580,"N-(4-methoxy-1,3-benzothiazol-2-yl)acetamide",CC(=O)NC1=NC2=C(C=CC=C2S1)OC,1
581,35,c12c(c(ccc1)Cl)C(N(Cc1n2cnc1c1nc(on1)[C@](CO)(C)O)C)=O,0
582,Palmitic acid,CCCCCCCCCCCCCCCC(=O)O,1
583,N-(1-ethyl-1H-pyrazol-4-yl)cyclobutanecarboxamide,CCN1C=C(C=N1)NC(=O)C2CCC2,1
584,"Benzofuro[3,2-D]pyrimidin-4(3H)-one",C1=CC=C2C(=C1)C3=C(O2)C(=O)NC=N3,1
585,6-Amino-2H-chromen-2-one,C1=CC2=C(C=CC(=O)O2)C=C1N,1
586,rolicyprine,C3=C(C2C(NC(=O)C1NC(CC1)=O)C2)C=CC=C3,0
587,Curcumin,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,1
588,cannabidiol,CCCCCc1cc(O)c(C2C=C(C)CC[C@H]2C(C)=C)c(O)c1,0
589,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,1
590,almecillin,[Na+].CC1(C)SC2C(NC(=O)CSCC=C)C(=O)N2C1C([O-])=O,0
591,"2-amino-N-(1,3-thiazol-2-yl)acetamide",C1=CSC(=N1)NC(=O)CN,1
592,fluorometholone-acetate,[C@]23([C@H]([C@H]1[C@]([C@@](OC(C)=O)(C(C)=O)CC1)(C)C[C@@H]2O)C[C@H](C)C4=CC(=O)C=C[C@]34C)F,0
593,Desmethylclobazam,Clc1ccc2NC(=O)CC(=O)N(c3ccccc3)c2c1,0
594,ethinylestradiol,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,0
595,idarubicin,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c23)C(C)=O,0
596,Choline Alfoscerate,C[N+](C)(C)CCOP(=O)([O-])OC[C@@H](CO)O,1
597,Pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12,0
598,Naltrexone hydrochloride,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O.Cl,1
599,2-(4-Cyanophenoxy)propanamide,CC(C(=O)N)OC1=CC=C(C=C1)C#N,1
600,1-acetyl-N-(2-hydroxyphenyl)piperidine-4-carboxamide,CC(=O)N1CCC(CC1)C(=O)NC2=CC=CC=C2O,1
601,hyoscyamine,CN1C2CCC1CC(C2)OC(=O)[C@H](CO)c3ccccc3,0
602,"1-(Pyridin-2-YL)-1,4-diazepane",C1CNCCN(C1)C2=CC=CC=N2,1
603,mesulergine,[C@@H]34C1=CC=CC2=C1C(=C[N]2C)C[C@H]3N(C[C@H](C4)N[S](N(C)C)(=O)=O)C,0
604,22,c1(c(oc(c1C)C(N(C(C)(N)C)C(N)(C)C)(C)C)C)C.C[NH+]O.[OH-],0
605,5-Azaniumyl-4-oxopentanoate,C(CC(=O)[O-])C(=O)C[NH3+],1
606,Oxanilic acid,C1=CC=C(C=C1)NC(=O)C(=O)O,1
607,"amino{[(4S)-4-amino-5,5-dihydroxypentyl]amino}methaniminium",C(C[C@@H](C(O)O)N)C[NH+]=C(N)N,1
608,furomazine,C1=C(Cl)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN5CCC(C4C(OCC4)=O)(O)CC5,0
609,uridine,OCC1OC(C(O)C1O)N2C=CC(=O)NC2=O,0
610,rifaximin,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)/C)c5n6ccc(C)cc6nc5c4c3C2=O,0
611,fludrocortisone,[C@H]23[C@@]([C@@]1(C(=CC(=O)CC1)CC2)C)([C@H](C[C@]4([C@H]3CC[C@@]4(C(CO)=O)O)C)O)F,0
612,Deamidonicotinamide adenine dinucleoetide,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)[O-],1
613,imiclopazine,C1=C(Cl)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN5CCN(CCN4C(N(C)CC4)=O)CC5,0
614,"(5S)-4,5,6-trihydroxy-2,3-dioxohexanoic acid",C([C@@H](C(C(=O)C(=O)C(=O)O)O)O)O,1
615,berythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)C(C)[C@@H](OC3OC(C)CC(C3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,0
616,tamitinol,CCNCc1c(O)c(C)ncc1CSC,0
617,alpha-D-ribofuranose 1-phosphate,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)([O-])[O-])O)O)O,1
618,Isoproterenol,CC(C)NCC(O)c1ccc(O)c(O)c1,0
619,Methylcobalamin,[CH3-].CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)OC(C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\\C8=N/C(=C(\\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+2],1
620,cefditoren,CO\N=C(C(=O)NC1[C@H]2SCC(=C(N2C1=O)C(O)=O)\C=C/c3scnc3C)\c4csc(N)n4,0
621,compound 34,O=C(C)Nc1cc(c2csc(N=C(N)N)n2)ccc1,0
622,Mometasone furoate,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,1
623,Hesperidin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,1
624,"(S,S)-Formoterol",C[C@@H](CC1=CC=C(C=C1)OC)NC[C@H](C2=CC(=C(C=C2)O)NC=O)O,1
625,Imidazole-4-acetaldehyde,C1=C(NC=N1)CC=O,1
626,5-Amino-2-Methyl-N-[(1r)-1-Naphthalen-1-Ylethyl]benzamide,CC1=C(C=C(C=C1)N)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,1
627,Refanalin,C1=CSC(=C1)/C=C/C2=CC=NN2,1
628,cefmenoxime,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3nnnn3C)/c4csc(N)n4,0
629,hymecromone,CC1=CC(=O)Oc2cc(O)ccc12,0
630,mequitazine,C1=CC=CC2=C1SC5=C(N2CC3C4CCN(C3)CC4)C=CC=C5,0
631,flutemazepam,CN2C(=O)C(O)N=C(c1ccccc1F)c3cc(Cl)ccc23,0
632,Phosphohydroxypyruvate,C(C(=O)C(=O)[O-])OP(=O)([O-])[O-],1
633,tiospirone,C2=C1C(=NSC1=CC=C2)N5CCN(CCCCN3C(CC4(CC3=O)CCCC4)=O)CC5,0
634,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,1
635,diproleandomycin,CCC(=O)O[C@H]1[C@@H](C)[C@@H](C)OC(=O)C(C)[C@@H](O[C@H]2C[C@H](OC)[C@@H](OC(=O)CC)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)C(C)C[C@@]4(CO4)C(=O)[C@@H]1C,0
636,NADP nicotinamide-adenine-dinucleotide phosphate,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,1
637,sparfloxacin,C[C@H]1CN(C[C@@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(O)=O,0
638,Adenosinetriphosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N,1
639,monometacrine,C1=CC=CC3=C1N(C2=C(C=CC=C2)C3(C)C)CCCNC,0
640,Tyraminium,C1=CC(=CC=C1CC[NH3+])O,1
641,Protoporphyrinogen(2-),CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)[O-])N2)CCC(=O)[O-])C)C=C)C)C=C)C,1
642,tixocortol-pivalate,[C@@H]23[C@H]([C@H]1[C@]([C@](C(CSC(C(C)(C)C)=O)=O)(O)CC1)(C)C[C@@H]2O)CCC4=CC(=O)CC[C@]34C,0
643,BRL52537,c1(cc(c(cc1)Cl)Cl)CC(N1CCCC[C@H]1CN1CCCC1)=O,0
644,cyclobenzaprine,C1=CC=CC2=C1C(C3=C(C=C2)C=CC=C3)=CCCN(C)C,0
645,dapsone,Nc1ccc(cc1)[S](=O)(=O)c2ccc(N)cc2,0
646,Vadadustat,C1=CC(=CC(=C1)Cl)C2=CC(=C(N=C2)C(=O)NCC(=O)O)O,1
647,(3R)-N-methyl-1-(pyridazin-3-yl)piperidin-3-amine,CN[C@@H]1CCCN(C1)C2=NN=CC=C2,1
648,4-Hydroxyglutamate semialdehyde,C([C@H](C=O)O)[C@@H](C(=O)[O-])[NH3+],1
649,tigemonam,CC1(C)[C@H](NC(=O)C(=N\OCC(O)=O)/c2csc(N)n2)C(=O)N1O[S](O)(=O)=O,0
650,fenoterol,CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2,0
651,N-[4-[(1S)-1-methoxyethyl]phenyl]-N-[(1R)-2-(4-methoxy-2-methylanilino)-2-oxo-1-pyridin-3-ylethyl]propanamide,CCC(=O)N(C1=CC=C(C=C1)[C@H](C)OC)[C@H](C2=CN=CC=C2)C(=O)NC3=C(C=C(C=C3)OC)C,1
652,"(5R)-2-methyl-4,5,6,7-tetrahydro-3H-benzimidazol-5-amine",CC1=NC2=C(N1)C[C@@H](CC2)N,1
653,Desoxycortone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,1
654,Sildenafil citrate,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1
655,3'-Phosphonato-5'-adenylyl sulfate(4-),C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OS(=O)(=O)[O-])OP(=O)([O-])[O-])O)N,1
656,biotin,C(C2C1C(NC(N1)=O)CS2)CCCC(O)=O,0
657,etacepride,C1=C(C(C)=O)C=CC(=C1C(NCC2N(CCC2)CC)=O)OC,0
658,denbufylline,C1=NC2=C([N]1CC(C)=O)C(N(CCCC)C(N2CCCC)=O)=O,0
659,orphenadrine,CN(C)CCOC(c1ccccc1)c2ccccc2C,0
660,teicoplanin,CCCCCCCCCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc2c3Oc4ccc(C[C@H]5NC(=O)[C@H](N)c6ccc(O)c(Oc7cc(O)cc(c7)[C@H](NC5=O)C(=O)N[C@H]8C(=O)N[C@H]9C(=O)N[C@@H]([C@H](O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10NC(C)=O)c%11ccc(Oc2cc8c3)c(Cl)c%11)C(=O)N[C@@H](C(O)=O)c%12cc(O)cc(O[C@H]%13O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]%13O)c%12c%14cc9ccc%14O)c6)cc4Cl,0
661,Dexamethasone 21-phosphate disodium salt,CC.C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)(O)O)O)C)O)F)C.[Na].[Na],1
662,2'-Deoxyadenosine-5'-diphosphate,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)O)O,1
663,butorphanol,[C@]235[C@]([C@H](N(CC1CCC1)CC2)CC4=C3C=C(O)C=C4)(CCCC5)O,0
664,prothixene,C1=CC=CC3=C1C(C2=C(C=CC=C2)S3)=CCCN(C)C,0
665,tixadil,C1=CC=CC=C1CC(C)NCCC3C2=C(C=CC=C2)SC4=C3C=CC=C4,0
666,2-cyclopropyl-1H-imidazole-4-carboxamide,C1CC1C2=NC=C(N2)C(=O)N,1
667,"5'-O-[(S)-{[(S)-{[(2R,3R,4S)-3,4-Dihydroxypyrrolidin-2-YL]methoxy}(hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]adenosine",C1[C@@H]([C@@H]([C@H](N1)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)O)O)O,1
668,nylidrin,CC(CCc1ccccc1)NC(C)C(O)c2ccc(O)cc2,0
669,oxazepam,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,0
670,L-gamma-glutamyl-L-cysteinate(1-),C(CC(=O)N[C@@H](CS)C(=O)[O-])[C@@H](C(=O)[O-])[NH3+],1
671,o-Aminoazotoluene,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,1
672,fluticasone-propionate,[C@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)(F)[C@H](C3)O)C[C@H]4C)C)(OC(CC)=O)C(SCF)=O,0
673,dCTP trianion,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)([O-])OP(=O)([O-])OP(=O)(O)[O-])O,1
674,2'-Deoxyguanosine,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,1
675,amylene-hydrate,C(C(C)(C)O)C,0
676,compound 35,CN(C)Cc1oc(CSCCNC2C([N+]([O-])=O)=CC=N2)cc1,0
677,mitomycin,CO[C@@]12[C@H](COC(N)=O)C3=C(N1C[C@@H]4N[C@H]24)C(=O)C(=C(N)C3=O)C,0
678,Tacrolimus,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,1
679,Uracil,C1=CNC(=O)NC1=O,1
680,Voriconazole,C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,1
681,N-[2-(5-fluoro-1H-indol-3-yl)ethyl]acetamide,CC(=O)NCCC1=CNC2=C1C=C(C=C2)F,1
682,flomoxef,[Na].CO[C@]1(NC(=O)CSC(F)(F)F)[C@H]2OCC(=C(N2C1=O)C(O)=O)CSc3nnnn3CCO,0
683,Cisapride,O.COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,0
684,CID 101731853,CC[C@@H](C)[C@@H](C(=N[C@H](CS)C(=N[C@@H](C(C)O)C(=N[C@@H](CCCNC(=N)N)[C]=O)O)O)O)N=C([C@H](CS)N=C([C@H](CCCNC(=N)N)N=C([C@H](CS)N=C([C@@H](C(C)C)N=C(CN=C([C@H](CCCNC(=N)N)N=C([C@H](CCCNC(=N)N)N=C([C@H](CS)N=C([C@H](CC(C)C)N=C([C@H](CS)N=C(C(CCCNC(=N)N)N=C([C@H](CS)N=C([C@@H](CC1=CC=CC=C1)N=C(CN)O)O)O)O)O)O)O)O)O)O)O)O)O)O,1
685,choline,C[N+](C)(C)CCO,0
686,caffeine,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,0
687,Decaprenyl diphosphate,CC(=CCC/C(=C/CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\CC/C(=C\\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,1
688,alnespirone,[H+].C4=C3OCC(N(CCCCN1C(=O)CC2(CC1=O)CCCC2)CCC)CC3=C(OC)C=C4.[Cl-],0
689,Isavuconazonium,C[C@@H](C1=NC(=CS1)C2=CC=C(C=C2)C#N)[C@](CN3C=[N+](C=N3)C(C)OC(=O)N(C)C4=C(C=CC=N4)COC(=O)CNC)(C5=C(C=CC(=C5)F)F)O,1
690,tobramycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,0
691,amoxicillin,O.O.O.CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O,0
692,N-[3-(carbamoylamino)phenyl]acetamide,CC(=O)NC1=CC(=CC=C1)NC(=O)N,1
693,valaciclovir,[C@@H](N)(C(OCCOC[N]1C2=C(N=C1)C(=O)N=C(N2)N)=O)C(C)C,0
694,38480,c1(ccccc1)CC,0
695,"2-(4-Bromo-2-oxo-1,2-dihydropyridin-1-yl)acetic acid",C1=CN(C(=O)C=C1Br)CC(=O)O,1
696,talsupram,C1=CC=CC3=C1C(C2=CC=CC=C2)(SC3(C)C)CCCNC,0
697,tolpiprazole,C1=C(C=CC=C1N3CCN(CCC2=N[NH]C(=C2)C)CC3)C,0
698,carfimate,C1=C(C(OC(N)=O)C#C)C=CC=C1,0
699,Ozanimod,CC(C)OC1=C(C=C(C=C1)C2=NC(=NO2)C3=C4CC[C@@H](C4=CC=C3)NCCO)C#N,1
700,methapyrilene,C2=C(N(CC1=CC=CS1)CCN(C)C)N=CC=C2,0
701,2'-Deoxyguanosine-5'-diphosphate,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)O)O,1
702,talampicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC4OC(=O)c5ccccc45,0
703,dihydrocodeine,COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,0
704,carebastine,CC(C)(C(O)=O)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,0
705,"Pregna-1,4-diene-3,20-dione,21-(3-carboxy-1-oxopropoxy)-11,17-dihydroxy-6-methyl-, monosodiumsalt, (6a,11b)-",C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)O)O.[Na],1
706,"2,5-Dimethylpyrimidin-4-amine",CC1=CN=C(N=C1N)C,1
707,spirilene,C1=CC=CC=C1N2C4(C(NC2)=O)CCN(CC\C=C(C3=CC=C(F)C=C3)\C)CC4,0
708,Sodium thiosulfate,[O-]S(=O)(=S)[O-].[Na+].[Na+],1
709,Phosphate-Buffered Saline,OP(=O)(O)[O-].OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Cl-].[Cl-].[K+].[K+],1
710,N-carbamoyl-beta-alaninate,C(CNC(=O)N)C(=O)[O-],1
711,Ethacrynic acid,CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl,0
712,thioridazine,CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1,0
713,Indazole,C1=CC=C2C(=C1)C=NN2,1
714,conorphone(conorfone),[C@H]12C5CC4=C3[C@]1([C@H](C(C[C@@H]2CC)=O)OC3=C(C=C4)OC)CCN5CC6CC6,0
