,cmpdname,isosmiles,target
837,Ibudilast,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,1
838,unnamed,CNC(=O)C(C)C1C(=O)C(=C(O)C=CC(C)=CC(C)C2OC3(C)OC(C=CC34CO4)C2C)C(=O)N1C1CCC(O)C(C)O1,0
839,(4-Methylpyridin-3-yl)methanol,CC1=C(C=NC=C1)CO,1
840,1-(3-Fluoro-4-methylphenyl)methanesulfonamide,CC1=C(C=C(C=C1)CS(=O)(=O)N)F,1
841,Tramadol,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O,1
842,unnamed,Cc1cc(O)cc(O)c1N=Nc1ccc([N+](=O)[O-])cc1,0
843,unnamed,CC(=O)Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(C(=O)Nc4ccc(S(=O)(=O)O)cc4)cc3)c(O)c12,0
844,L-kynureninate,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)[O-])N)N,1
845,unnamed,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0
846,Phenoxyacetic acid,C1=CC=C(C=C1)OCC(=O)O,1
847,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] (2S)-2-[4-(2-methylpropyl)phenyl]propanethioate",C[C@@H](C1=CC=C(C=C1)CC(C)C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O,1
848,Glatiramer acetate,C[C@@H](C(=O)O)N.CC(=O)O.C1=CC(=CC=C1C[C@@H](C(=O)O)N)O.C(CCN)C[C@@H](C(=O)O)N.C(CC(=O)O)[C@@H](C(=O)O)N,1
849,L-adenosylselenomethionine zwitterion,C[Se+](CC[C@@H](C(=O)[O-])[NH3+])C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,1
850,unnamed,Nc1ccc(S(=O)(=O)c2ccc(NCNC(CSSCC(NCNc3ccc(S(=O)(=O)c4ccc(N)cc4)cc3)C(=O)O)C(=O)O)cc2)cc1,0
851,unnamed,O=C(Nc1ccc2cc(S(=O)(=O)O)ccc2c1)c1ccc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)cc1,0
852,unnamed,O=S1(=O)CCc2ccccc2C(Br)C1,0
853,unnamed,O=C1OC(C(O)CO)C(O)=C1O,0
854,unnamed,Cc1ccc2c3c(nsc13)-c1ccccc1C2=O,0
855,unnamed,O=C1N(Cl)C2(c3ccccc3)N(Cl)C(=O)N(Cl)C2(c2ccccc2)N1Cl,0
856,unnamed,S=C=Nc1ccc(SSc2ccc(N=C=S)cc2)cc1,0
857,unnamed,Cn1c(=O)cc(O)c2ccccc21,0
858,2-Amino-5-guanidinovaleric acid,C(C[C@@H](C(=O)[O-])[NH3+])C[NH+]=C(N)N,1
859,unnamed,Oc1nc2ccccc2c(O)c1-c1ccccc1,0
860,unnamed,CS(=O)(=O)O.N=C(N)SCCc1ccncc1,0
861,"(6R)-5,10-methenyltetrahydrofolate",C1[C@@H]2CN(C=[N+]2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],1
862,Nicotinate mononucleotide,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)O,1
863,3-Hydroxyphenylacetic acid,C1=CC(=CC(=C1)O)CC(=O)O,1
864,Deoxyinosine diphosphate,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)COP(=O)([O-])OP(=O)([O-])[O-])O,1
865,Bilirubin,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\\4/C(=C(C(=O)N4)C=C)C,1
866,Cyproheptadine hydrochloride,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.Cl,1
867,beta-D-Mannose,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O)O,1
868,3'-dephospho-CoA(2-),CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)[C@H](C(=O)NCCC(=O)NCCS)O,1
869,unnamed,OCC1OCOC2COCOC12,0
870,unnamed,O=C(C=Cc1ccccc1)c1ccc(-c2cccc(-c3ccccc3)c2)cc1,0
871,unnamed,COc1c2c(cc3c1OCO3)C13C=CC(OC)CC1N(CC3)C2.[O-][Cl+3]([O-])([O-])O,0
872,unnamed,CCCCC(C(=O)O)C1=CCCCC1,0
873,"9Z,12Z-octadecadienoyl-CoA",CCCCC/C=C\\C/C=C\\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1C(C([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,1
874,unnamed,O=[As]c1ccc(C(=O)O)cc1,0
875,unnamed,O=C1c2ccccc2C(=O)c2c(Nc3cccc4c3C(=O)c3ccccc3C4=O)cccc21,0
876,N-[(benzyloxy)carbonyl]-L-valyl-N-{(2S)-1-hydroxy-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl}-L-phenylalaninamide,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C[C@@H]2CCNC2=O)CO)NC(=O)OCC3=CC=CC=C3,1
877,unnamed,CCOP(=O)(Nc1nccs1)c1ccc(N)cc1,0
878,3-phosphonato-D-glycerate(3-),C([C@H](C(=O)[O-])O)OP(=O)([O-])[O-],1
879,unnamed,CN1C(=O)N(C)C2SC(NCc3ccccc3)=NN2C1=O,0
880,unnamed,CCOC(=O)c1cnc2ccc(C)cn2c1=O,0
881,unnamed,CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,0
882,unnamed,N=C(N)NCCCC(N)C(=O)O,0
883,Phosphohydroxypyruvate,C(C(=O)C(=O)[O-])OP(=O)([O-])[O-],1
884,UDP-N-acetyl-D-galactosamine(2-),CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,1
885,unnamed,CCCCCC(O)C1C(=O)OC(C)C(O)C=CC=CC=CC=CC=C(C)C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC1O,0
886,Procodazole,C1=CC=C2C(=C1)NC(=N2)CCC(=O)O,1
887,unnamed,CCOC(=O)C(C(=O)OCC)C(C(=O)OCC)C(=O)OCC,0
888,H-D-Lys-D-Leu-D-Leu-D-Leu-D-Leu-D-Lys-D-Leu-D-Leu-D-Leu-D-Leu-D-Lys-D-Leu-D-Leu-D-Leu-D-Leu-D-Lys-D-Leu-D-Leu-D-Leu-D-Leu-D-Lys-OH,CC(C)C[C@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCCN)C(=O)O)NC(=O)[C@@H](CCCCN)N,1
889,"N-[(3S)-1,1-dioxo-2,3-dihydrothiophen-3-yl]-N-phenylacetamide",CC(=O)N([C@@H]1CS(=O)(=O)C=C1)C2=CC=CC=C2,1
890,unnamed,Oc1ncnc2sc(Nc3ccccc3)nc12,0
891,"(1R,4S,5'S,6R,6'R,8R,12S,13S,20R,21R,24S)-6'-[(2R)-butan-2-yl]-21,24-dihydroxy-12-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",CC[C@@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)CC=C([C@H]([C@H](C=CC=C4CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)C)C,1
892,unnamed,CCc1c(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC)c(CCC(=O)OC)c4C)c(C)c3CC,0
893,unnamed,NC(=O)C(=O)NN=Cc1ccc([N+](=O)[O-])o1,0
894,unnamed,N=C1NCCS1,0
895,unnamed,CC1CCCCC12NC(=O)NC2=O,0
896,"4-acetamidobenzoic acid;9-[(2R,3R,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one;1-(dimethylamino)propan-2-ol",CC(CN(C)C)O.CC(CN(C)C)O.CC(CN(C)C)O.CC(=O)NC1=CC=C(C=C1)C(=O)O.CC(=O)NC1=CC=C(C=C1)C(=O)O.CC(=O)NC1=CC=C(C=C1)C(=O)O.C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@H]([C@H](O3)CO)O)O,1
897,unnamed,CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,0
898,unnamed,CC1OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,0
899,unnamed,CCN(CC)CCOc1ccc2c(c1O)C(=O)c1ccccc1C2=O,0
900,unnamed,CC12CCC(C(=O)OC1=O)C2(C)C,0
901,unnamed,Cc1cc(N)c2cc(NC(=O)CCCCCCCCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,0
902,"5-[(azetidin-3-yl)amino]-N-[(1R)-1-{3-[5-({[(1R,3S)-3-hydroxycyclopentyl]amino}methyl)thiophen-2-yl]phenyl}ethyl]-2-methylbenzamide",CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN[C@@H]5CC[C@@H](C5)O,1
903,unnamed,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,0
904,unnamed,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(=O)c1ccccc1)CC2,0
905,unnamed,CCCCCCCCCCCCCCCCN1CCCCCC1=O,0
906,N-(4-tert-butylphenyl)-N-[(1R)-2-(ethylamino)-2-oxo-1-pyridin-3-ylethyl]propanamide,CCC(=O)N(C1=CC=C(C=C1)C(C)(C)C)[C@H](C2=CN=CC=C2)C(=O)NCC,1
907,4-(Trimethylammonio)butanoate,C[N+](C)(C)CCCC(=O)[O-],1
908,unnamed,O=C1OC(=O)C2=C1C1c3ccccc3C2c2ccccc21,0
909,Citric acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1
910,unnamed,O=S1(=O)c2ccccc2S(=O)(=O)c2ccccc21,0
911,unnamed,Cc1c(O)ccc2c(O)c(NC(=O)c3ccc4c(c3)CCC(C)(C)O4)c(=O)oc12,0
912,unnamed,Oc1c(Cl)cccc1SSc1cccc(Cl)c1O,0
913,N-[2-(5-fluoro-1H-indol-3-yl)ethyl]acetamide,CC(=O)NCCC1=CNC2=C1C=C(C=C2)F,1
914,3-Aminoquinoline,C1=CC=C2C(=C1)C=C(C=N2)N,1
915,unnamed,O=C(O)c1cc(O)ccc1O,0
916,unnamed,CC(CCN1CCN(CCC(C)CC(C)(C)C)S1(=O)=O)CC(C)(C)C,0
917,unnamed,O=C1NCCN1N=Cc1ccc([N+](=O)[O-])o1,0
918,"[({[(2S,3R,4S,5S)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]({[(3S,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})phosphinic acid",C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@H]([C@@H](O2)COP(=O)(O)OP(=O)(O)OC3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)O)O)O,1
919,Prostacyclin (not favourable),CCCCC[C@@H](C=C[C@H]1[C@@H](C[C@H]2[C@@H]1CC(=CCCCC(=O)O)O2)O)O,1
920,N-formimidoyl-L-glutamate(1-),C(CC(=O)[O-])[C@@H](C(=O)[O-])[NH+]=CN,1
921,gamma-Linolenic acid,CCCCC/C=C\\C/C=C\\C/C=C\\CCCCC(=O)O,1
922,Fostamatinib disodium,CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)([O-])[O-])C.O.O.O.O.O.O.[Na+].[Na+],1
923,unnamed,CC(=O)OCC=C(C)C[PH](c1ccccc1)(c1ccccc1)c1ccccc1,0
924,unnamed,CCCCC(CC)CCC(CCC(CC)CCCC)S(=O)(=O)O,0
925,unnamed,CSS(=O)(=O)C(c1ccccc1)c1ccccc1,0
926,"4-(3-Aminopropyl)-3,4-dihydro-2H-1,4-benzoxazin-3-one",C1C(=O)N(C2=CC=CC=C2O1)CCCN,1
927,20-Hydroxyecdysone,C[C@]12CC[C@H]3C(=CC(=O)[C@H]4[C@@]3(C[C@@H]([C@@H](C4)O)O)C)[C@@]1(CC[C@@H]2[C@](C)([C@@H](CCC(C)(C)O)O)O)O,1
928,unnamed,Cn1[nH]c(=O)ccc1=O,0
929,"2-Amino-4,6-dimethylpyrimidine",CC1=CC(=NC(=N1)N)C,1
930,Nicotinate-adenine dinucleotide phosphate(4-),C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O)C(=O)[O-],1
931,Levamisole,C1CSC2=N[C@H](CN21)C3=CC=CC=C3,1
932,unnamed,N=C(NN=CC(O)C(O)C(O)C(O)C(=O)O)C(=N)NN=CC(O)C(O)C(O)C(O)C(=O)O,0
933,Trifluoroacetic acid,C(=O)(C(F)(F)F)O,1
934,unnamed,CCCCOC(=O)CC(C(=O)OCCCC)C(C(=O)OCCCC)P(=O)(OCCCC)OCCCC,0
935,unnamed,COc1ccc(C2CC(=O)c3c(cc(OC)c(OC)c3OC)O2)cc1,0
936,"Azepan-1-yl(1,3-benzodioxol-5-yl)methanone",C1CCCN(CC1)C(=O)C2=CC3=C(C=C2)OCO3,1
937,Deferoxamine,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,1
938,unnamed,Clc1ccc(Cl)c(SSc2cc(Cl)ccc2Cl)c1,0
939,N(4)-Hydroxycytidine,C1=CN(C(=O)N=C1NO)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,1
940,Ivermectine,CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)C.C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)O[C@@H]1C(C)C,1
941,unnamed,CN(C)C(=O)c1ccc(N=Nc2c(O)nc3ccccc3c2O)cc1,0
942,unnamed,Cn1cnc([N+](=O)[O-])c1SSc1c([N+](=O)[O-])ncn1C,0
943,unnamed,O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,0
944,"N-(cyclobutylmethyl)-1,5-dimethyl-1H-pyrazole-4-carboxamide",CC1=C(C=NN1C)C(=O)NCC2CCC2,1
945,unnamed,NC(CCSSCCC(N)C(=O)O)C(=O)O,0
946,Simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,1
947,Phosphate-Buffered Saline,OP(=O)(O)[O-].OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Cl-].[Cl-].[K+].[K+],1
948,acryloyl-CoA(4-),CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)C=C)O,1
949,unnamed,CCOc1ccc(N)c(S)c1,0
950,Belnacasan,CCO[C@H]1[C@H](CC(=O)O1)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)(C)C)NC(=O)C3=CC(=C(C=C3)N)Cl,1
951,unnamed,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,0
952,unnamed,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O2)cc1O,0
953,Ipidacrine,C1CCC2=C(C1)C(=C3CCCC3=N2)N,1
954,Lufotrelvir,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COP(=O)(O)O)NC(=O)C2=CC3=C(N2)C=CC=C3OC,1
955,unnamed,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,0
956,unnamed,O=C(NP(=O)(N1CC1)N1CC1)OCc1ccccc1,0
957,5-epi-Leukotriene A4,CCCCC/C=C\\C/C=C\\C=C\\C=C\\[C@H]1[C@H](O1)CCCC(=O)O,1
958,unnamed,CCN(CC)CC(=O)Nc1ccc(CO)cc1,0
959,(1R)-2-(methylsulfonyl)-1-phenylethan-1-ol,CS(=O)(=O)C[C@@H](C1=CC=CC=C1)O,1
960,Zincacetate,CC(=O)O.CC(=O)O.[Zn],1
961,unnamed,O=C1O[Cu-3]2(OC(=O)c3cccc[n+]32)[n+]2ccccc21,0
962,unnamed,ClCC=CC[N+]12CN3CN(CN(C3)C1)C2,0
963,unnamed,COc1ccc(-c2nc3sc(-c4ccc(OC)c(OC)c4)nc3s2)cc1OC,0
964,unnamed,O=C(O)CCc1ccc(NC(=O)CN(CCO)CCO)cc1,0
965,unnamed,CC1=CC(C)(C)NC(=S)N1c1ccccc1O,0
966,Lysine Nz-Carboxylic Acid,C(CCNC(=O)O)C[C@@H](C(=O)O)N,1
967,Benzyl Alcohol,C1=CC=C(C=C1)CO,1
968,Thiophene-2-carbaldehyde,C1=CSC(=C1)C=O,1
969,unnamed,c1c[n+]([Ni-4]([n+]2cc[nH]c2)([n+]2cc[nH]c2)([n+]2cc[nH]c2)([n+]2cc[nH]c2)[n+]2cc[nH]c2)c[nH]1,0
970,Pacritinib,C1CCN(C1)CCOC2=C3COC/C=C/COCC4=CC(=CC=C4)C5=NC(=NC=C5)NC(=C3)C=C2,1
971,Clofazimine,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,1
972,unnamed,NN=C(CS(=O)(=O)c1ccc(Cl)cc1)c1ccccc1,0
973,L-Cysteate,C([C@@H](C(=O)[O-])[NH3+])S(=O)(=O)[O-],1
974,unnamed,COc1ccc(C(=O)C2=NON3OC23C(=O)c2ccc(OC)cc2)cc1,0
975,Ventolin,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.OS(=O)(=O)O,1
976,"N-(1H-1,3-benzodiazol-2-ylmethyl)butanamide",CCCC(=O)NCC1=NC2=CC=CC=C2N1,1
977,2-cyclopropyl-1H-imidazole-4-carboxamide,C1CC1C2=NC=C(N2)C(=O)N,1
978,unnamed,CCN(CC)CC(O)CNc1c2ccc([N+](=O)[O-])cc2nc2cc(OC)c(OC)cc12,0
979,unnamed,N=C(NN=Cc1ccc(Cl)c(Cl)c1)C(=N)NN=Cc1ccc(Cl)c(Cl)c1,0
980,stearoyl-CoA(4-),CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,1
981,unnamed,NCCCCC1N[Zn-2]2(NC(CCC(N)=O)C(=O)O2)OC1=O,0
982,unnamed,CCCC(C)SP(=S)(SC(C)CCC)SC(C)CCC,0
983,unnamed,O=C(O)CC1Sc2ccccc2NC1=O,0
984,unnamed,N=c1[nH][nH]c(=N)[nH]1,0
985,unnamed,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,0
986,unnamed,COc1ccc2c(c1)C(C(=O)O)CC(=O)N2C,0
987,unnamed,Cc1n(Cc2ccc([N+](=O)[O-])cc2)c2c([n+]1-c1ccccc1)C(=O)c1ccccc1C2=O,0
988,unnamed,CSC(=Nc1cc2ccccc2c2ccccc12)NC#N,0
989,"(1R,2S)-2-[[(2S)-2-[[(1R,3S,5S)-3-bicyclo[3.3.1]non-6-enyl]methoxycarbonylamino]-4-methylpentanoyl]amino]-1-hydroxy-3-[(3S)-2-oxopyrrolidin-3-yl]propane-1-sulfonic acid",CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](O)S(=O)(=O)O)NC(=O)OC[C@H]2C[C@@H]3CC=C[C@@H](C3)C2,1
990,2'-Deoxyguanosine,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,1
991,unnamed,CNc1ncnc2[nH]c(OC)nc12,0
992,(R)-3-hydroxybutyrate,C[C@H](CC(=O)[O-])O,1
993,unnamed,O=C1C(=Cc2ccccc2)CCCC1=Cc1ccccc1,0
994,Metampicillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N=C)C(=O)O)C,1
995,unnamed,O=C(Oc1ccccc1)N(CCO)C(c1ccccc1)C(O)c1ccccc1,0
996,Pectin,[C@@H]1([C@H]([C@H](O[C@H]([C@@H]1O)O)C(=O)O)O)O,1
997,unnamed,S=C(NC1CCCCC1)SSSSC(=S)NC1CCCCC1,0
998,unnamed,COC1CNC(NC(=O)CCC(=O)O)=[O+][Hg-2]2(C1)[O+]=C1c3c(ncn32)N(C)C(=O)N1C,0
999,2-deoxy-D-ribofuranose 5-phosphate(2-),C1[C@@H]([C@H](OC1O)COP(=O)([O-])[O-])O,1
1000,Ubisemiquinone,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\\C)/CC/C=C(\\C)/CC/C=C(\\C)/CC/C=C(\\C)/CC/C=C(\\C)/CC/C=C(\\C)/CC/C=C(/C)\\CC/C=C(\\C)/CC/C=C(\\C)/CCC=C(C)C,1
1001,unnamed,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,0
1002,Nicorandil,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],1
1003,unnamed,O=C1C(O)=C(CCCc2ccc(Oc3ccccc3)cc2)C(=O)c2ccccc21,0
1004,unnamed,O=C(Oc1cccc2cccnc12)c1ccccc1,0
1005,Ibrutinib,C=CC(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,1
1006,unnamed,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,0
1007,"5-(1,4-Oxazepan-4-YL)pyridine-2-carbonitrile",C1CN(CCOC1)C2=CN=C(C=C2)C#N,1
1008,unnamed,N=C(N)N=NC(=N)N.O=[N+]([O-])O,0
1009,"(1S,2S)-2-[[(2S)-2-[[(1R,3R,5S)-3-bicyclo[3.3.1]non-6-enyl]methoxycarbonylamino]-4-methylpentanoyl]amino]-1-hydroxy-3-[(3S)-2-oxopyrrolidin-3-yl]propane-1-sulfonic acid",CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)S(=O)(=O)O)NC(=O)OC[C@@H]2C[C@@H]3CC=C[C@@H](C3)C2,1
1010,Tacrolimus,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,1
1011,unnamed,Oc1nc(O)c2nnoc2n1,0
1012,unnamed,O=CCC(O)C(O)C(O)CO,0
1013,Fosmanogepix,C1=CC=NC(=C1)OCC2=CC=C(C=C2)CC3=NOC(=C3)C4=C([N+](=CC=C4)COP(=O)(O)[O-])N,1
1014,unnamed,O=C(NNC(=S)S)c1ccncc1,0
1015,Isavuconazonium,C[C@@H](C1=NC(=CS1)C2=CC=C(C=C2)C#N)[C@](CN3C=[N+](C=N3)C(C)OC(=O)N(C)C4=C(C=CC=N4)COC(=O)CNC)(C5=C(C=CC(=C5)F)F)O,1
1016,unnamed,O=C1C(CN2CCCCC2)CCCC1CN1CCCCC1,0
1017,unnamed,Cc1c(Cc2ccccc2)c(=O)oc2cc(O)ccc12,0
1018,Defibrotide,CC(C)C1=C(C=C(C(=C1)C2=NNC(=O)N2C3=CC4=C(C=C3)N(C=C4)C)O)OP(=O)(O)O,1
1019,unnamed,Oc1nnc(O)c2nc(Nc3ccco3)ncc12,0
1020,unnamed,ClC(Cl)(Cl)C1OCOC(C(Cl)(Cl)Cl)OCO1,0
1021,2h-Imidazol-4-Ylacetic Acid,C1N=CC(=N1)CC(=O)O,1
1022,Intropin,C1=CC(=C(C=C1CC[NH3+])O)O,1
1023,"Methanesulfonamide, N-(2-phenylethyl)-",CS(=O)(=O)NCCC1=CC=CC=C1,1
1024,N-(4-methoxyphenyl)-N'-pyridin-4-ylurea,COC1=CC=C(C=C1)NC(=O)NC2=CC=NC=C2,1
1025,unnamed,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1,0
